Last Ingested Ts Time,City Name,Provider ID,Provider Name,Account Manager Name,Smart Promo ID,Smart Promo Enrollment State,Smart Promo Type,Smart Promo Provider Enrollment Start Ts Utc Time,Smart Promo Provider Enrollment End Ts Utc Time,Smart Promo Offer ID,Smart Promo Offer Enrollment State,Smart Promo Offer Type,Smart Promo Offer Mode,Smart Promo Offer Provider Enrollment Start Ts Utc Time,Smart Promo Offer Provider Enrollment End Ts Utc Time,Campaign ID,Campaign Spend Objective,Discount Type,Bonus Type,Bonus Data Percentage,Bonus Data Max Value,Min Basket Size,Cost Share Percentage,Count Orders,Count Unique Users,Count New Users for Provider,Count New Users for Bolt
2026-02-08 4:34:23,Tbilisi,184096,Khinkliko,Nino Shanshiashvili,38238,disabled,smart_promotion,2026-01-21 19:29:57,2026-01-21 19:32:10,61654,disabled,double_deal,black_box,2026-01-21 19:29:57,2026-01-21 19:32:10,781075,sp_reactivation,Free Full Delivery,percentage_of_full_delivery_price,100,5,0,60,0,0,0,0
2026-02-08 4:34:23,Tbilisi,184096,Khinkliko,Nino Shanshiashvili,38240,finished,smart_promotion,2026-01-21 19:32:37,2026-01-31 19:59:59,61655,finished,double_deal,black_box,2026-01-21 19:32:37,2026-01-31 19:59:59,781072,sp_activation,Menu Discounts,percentage_of_food_price,25,50,0,60,1,1,1,0
2026-02-08 4:34:23,Tbilisi,184096,Khinkliko,Nino Shanshiashvili,38238,disabled,smart_promotion,2026-01-21 19:29:57,2026-01-21 19:32:10,61653,disabled,regular,black_box,2026-01-21 19:29:57,2026-01-21 19:32:10,781067,sp_experiment,Menu Discounts,percentage_of_food_price,30,50,0,50,0,0,0,0
2026-02-08 4:34:23,Tbilisi,184096,Khinkliko,Nino Shanshiashvili,38240,finished,smart_promotion,2026-01-21 19:32:37,2026-01-31 19:59:59,61656,finished,double_deal,black_box,2026-01-21 19:32:37,2026-01-31 19:59:59,781070,sp_engagement,Menu Discounts,percentage_of_food_price,20,50,0,100,0,0,0,0
2026-02-08 4:34:23,Tbilisi,184096,Khinkliko,Nino Shanshiashvili,38240,finished,smart_promotion,2026-01-21 19:32:37,2026-01-31 19:59:59,61656,finished,double_deal,black_box,2026-01-21 19:32:37,2026-01-31 19:59:59,781071,sp_engagement,Menu Discounts,percentage_of_food_price,20,50,0,100,0,0,0,0
2026-02-08 4:34:23,Tbilisi,184096,Khinkliko,Nino Shanshiashvili,38240,finished,smart_promotion,2026-01-21 19:32:37,2026-01-31 19:59:59,61654,finished,double_deal,black_box,2026-01-21 19:32:37,2026-01-31 19:59:59,781074,sp_reactivation,Menu Discounts,percentage_of_food_price,25,50,0,60,3,3,3,0
2026-02-08 4:34:23,Tbilisi,184096,Khinkliko,Nino Shanshiashvili,38240,finished,smart_promotion,2026-01-21 19:32:37,2026-01-31 19:59:59,61655,finished,double_deal,black_box,2026-01-21 19:32:37,2026-01-31 19:59:59,781073,sp_activation,Free Full Delivery,percentage_of_full_delivery_price,100,5,0,60,1,1,1,0
2026-02-08 4:34:23,Tbilisi,184096,Khinkliko,Nino Shanshiashvili,38240,finished,smart_promotion,2026-01-21 19:32:37,2026-01-31 19:59:59,61653,finished,regular,black_box,2026-01-21 19:32:37,2026-01-31 19:59:59,781067,sp_experiment,Menu Discounts,percentage_of_food_price,30,50,0,50,9,8,7,0
2026-02-08 4:34:23,Tbilisi,184096,Khinkliko,Nino Shanshiashvili,38238,disabled,smart_promotion,2026-01-21 19:29:57,2026-01-21 19:32:10,61655,disabled,double_deal,black_box,2026-01-21 19:29:57,2026-01-21 19:32:10,781072,sp_activation,Menu Discounts,percentage_of_food_price,25,50,0,60,0,0,0,0
2026-02-08 4:34:23,Tbilisi,184096,Khinkliko,Nino Shanshiashvili,38238,disabled,smart_promotion,2026-01-21 19:29:57,2026-01-21 19:32:10,61654,disabled,double_deal,black_box,2026-01-21 19:29:57,2026-01-21 19:32:10,781074,sp_reactivation,Menu Discounts,percentage_of_food_price,25,50,0,60,0,0,0,0
2026-02-08 4:34:23,Tbilisi,184096,Khinkliko,Nino Shanshiashvili,38238,disabled,smart_promotion,2026-01-21 19:29:57,2026-01-21 19:32:10,61656,disabled,double_deal,black_box,2026-01-21 19:29:57,2026-01-21 19:32:10,781071,sp_engagement,Menu Discounts,percentage_of_food_price,20,50,0,100,0,0,0,0
2026-02-08 4:34:23,Tbilisi,184096,Khinkliko,Nino Shanshiashvili,38238,disabled,smart_promotion,2026-01-21 19:29:57,2026-01-21 19:32:10,61656,disabled,double_deal,black_box,2026-01-21 19:29:57,2026-01-21 19:32:10,781070,sp_engagement,Menu Discounts,percentage_of_food_price,20,50,0,100,0,0,0,0
2026-02-08 4:34:23,Tbilisi,184096,Khinkliko,Nino Shanshiashvili,38240,finished,smart_promotion,2026-01-21 19:32:37,2026-01-31 19:59:59,61654,finished,double_deal,black_box,2026-01-21 19:32:37,2026-01-31 19:59:59,781075,sp_reactivation,Free Full Delivery,percentage_of_full_delivery_price,100,5,0,60,3,3,3,0
2026-02-08 4:34:23,Tbilisi,184096,Khinkliko,Nino Shanshiashvili,38238,disabled,smart_promotion,2026-01-21 19:29:57,2026-01-21 19:32:10,61655,disabled,double_deal,black_box,2026-01-21 19:29:57,2026-01-21 19:32:10,781073,sp_activation,Free Full Delivery,percentage_of_full_delivery_price,100,5,0,60,0,0,0,0
2026-02-08 4:34:23,Tbilisi,184096,Khinkliko,Nino Shanshiashvili,37682,disabled,smart_promotion,2026-01-19 9:41:11,2026-01-19 9:42:19,61654,disabled,double_deal,black_box,2026-01-19 9:41:11,2026-01-19 9:42:19,781075,sp_reactivation,Free Full Delivery,percentage_of_full_delivery_price,100,5,0,60,0,0,0,0
2026-02-08 4:34:23,Tbilisi,184096,Khinkliko,Nino Shanshiashvili,37682,disabled,smart_promotion,2026-01-19 9:41:11,2026-01-19 9:42:19,61656,disabled,double_deal,black_box,2026-01-19 9:41:11,2026-01-19 9:42:19,781071,sp_engagement,Menu Discounts,percentage_of_food_price,20,50,0,100,0,0,0,0
2026-02-08 4:34:23,Tbilisi,184096,Khinkliko,Nino Shanshiashvili,37682,disabled,smart_promotion,2026-01-19 9:41:11,2026-01-19 9:42:19,61655,disabled,double_deal,black_box,2026-01-19 9:41:11,2026-01-19 9:42:19,781072,sp_activation,Menu Discounts,percentage_of_food_price,25,50,0,60,0,0,0,0
2026-02-08 4:34:23,Tbilisi,184096,Khinkliko,Nino Shanshiashvili,37682,disabled,smart_promotion,2026-01-19 9:41:11,2026-01-19 9:42:19,61656,disabled,double_deal,black_box,2026-01-19 9:41:11,2026-01-19 9:42:19,781070,sp_engagement,Menu Discounts,percentage_of_food_price,20,50,0,100,0,0,0,0
2026-02-08 4:34:23,Tbilisi,184096,Khinkliko,Nino Shanshiashvili,37682,disabled,smart_promotion,2026-01-19 9:41:11,2026-01-19 9:42:19,61653,disabled,regular,black_box,2026-01-19 9:41:11,2026-01-19 9:42:19,781067,sp_experiment,Menu Discounts,percentage_of_food_price,30,50,0,50,0,0,0,0
2026-02-08 4:34:23,Tbilisi,184096,Khinkliko,Nino Shanshiashvili,37682,disabled,smart_promotion,2026-01-19 9:41:11,2026-01-19 9:42:19,61655,disabled,double_deal,black_box,2026-01-19 9:41:11,2026-01-19 9:42:19,781073,sp_activation,Free Full Delivery,percentage_of_full_delivery_price,100,5,0,60,0,0,0,0
2026-02-08 4:34:23,Tbilisi,184096,Khinkliko,Nino Shanshiashvili,37682,disabled,smart_promotion,2026-01-19 9:41:11,2026-01-19 9:42:19,61654,disabled,double_deal,black_box,2026-01-19 9:41:11,2026-01-19 9:42:19,781074,sp_reactivation,Menu Discounts,percentage_of_food_price,25,50,0,60,0,0,0,0
2026-02-08 4:34:23,Tbilisi,184064,Milanese Bistro Ground 84,Nino Chakhvashvili,39549,active,smart_promotion,2026-01-30 8:20:51,2026-02-15 19:59:59,61656,active,double_deal,white_box,2026-01-30 8:20:51,2026-02-15 19:59:59,781070,sp_engagement,Menu Discounts,percentage_of_food_price,20,50,0,100,0,0,0,0
2026-02-08 4:34:23,Tbilisi,184064,Milanese Bistro Ground 84,Nino Chakhvashvili,39549,active,smart_promotion,2026-01-30 8:20:51,2026-02-15 19:59:59,61655,active,double_deal,white_box,2026-01-30 8:20:51,2026-02-15 19:59:59,781073,sp_activation,Free Full Delivery,percentage_of_full_delivery_price,100,5,0,60,0,0,0,0
